Brand,Year,Model,Used,Manual Transmission,Cylinder.Engine,Liters.Engine,Fossil Fuel,Kilometres,Asia,Passenger Cars,SUV,Ute Tray,VAN,Doors,Seats,Price
Great,2011,Wall,1,1,4,2.4,1,108881,1,0,1,0,0,4,5,7990
Hyundai,2011,Santa,1,0,4,2.2,1,252120,1,0,1,0,0,4,5,11990
BMW,2011,X3,1,0,6,3.0,1,119565,0,0,1,0,0,4,5,19888
Toyota,2011,Hilux,1,0,6,4.0,1,198324,1,0,0,1,0,4,5,24990
Mitsubishi,2011,Outlander,1,1,4,2.4,1,236856,1,0,1,0,0,4,5,9999
Nissan,2011,Dualis,1,0,4,2.0,1,149632,1,0,1,0,0,4,5,13990
Mitsubishi,2011,Pajero,1,0,4,3.2,1,216328,1,0,1,0,0,4,7,24990
Toyota,2011,Yaris,1,0,4,1.3,1,99300,1,1,0,0,0,5,5,17990
Audi,2011,A1,1,1,4,1.4,1,166218,0,1,0,0,0,3,4,10888
Mitsubishi,2011,Lancer,1,1,4,2.0,1,230000,1,1,0,0,0,5,5,5500
Volkswagen,2011,Polo,1,1,4,1.6,1,144255,0,1,0,0,0,5,5,7999
Audi,2011,A3,1,0,4,2.0,1,147000,0,1,0,0,0,5,5,9800
Mercedes-Benz,2011,E250,1,0,4,2.1,1,133573,0,1,0,0,0,2,4,19500
Toyota,2011,Tarago,1,0,4,2.4,1,162282,1,1,0,0,0,4,8,17990
Mercedes-Benz,2011,C250,1,0,4,2.1,1,156474,0,1,0,0,0,4,5,19995
Volkswagen,2011,Caddy,1,1,4,1.6,1,259299,0,1,0,0,0,5,5,10999
Kia,2011,Optima,1,0,4,2.4,1,268865,1,1,0,0,0,4,5,9999
Mitsubishi,2011,Lancer,1,0,4,2.0,1,126116,1,1,0,0,0,4,5,42888
Toyota,2011,Hilux,1,0,4,2.7,1,233032,1,0,0,1,0,4,5,18995
Land,2011,Rover,1,0,6,3.0,1,174573,0,0,1,0,0,4,5,27999
Nissan,2011,Navara,1,1,4,2.5,1,152000,1,0,0,1,0,4,5,12800
Hyundai,2011,I45,1,0,4,2.0,1,157484,1,1,0,0,0,4,5,12990
Volkswagen,2011,Golf,1,1,4,1.2,1,218850,0,1,0,0,0,5,5,8990
Nissan,2011,Pathfinder,1,0,4,2.5,1,218124,1,0,1,0,0,4,7,14990
Nissan,2011,X-Trail,1,0,4,2.0,1,144803,1,0,1,0,0,4,5,14888
Hyundai,2011,I45,1,0,4,2.0,1,141083,1,1,0,0,0,4,5,11999
Honda,2011,CR-Z,1,0,4,1.5,0,168753,1,1,0,0,0,2,4,14450
Lexus,2011,RX450H,1,0,6,3.5,1,174388,1,0,1,0,0,4,5,24999
Hyundai,2011,Iload,1,0,4,2.5,1,0,1,0,0,0,1,4,3,15799
Mitsubishi,2011,ASX,1,0,4,2.0,1,170527,1,0,1,0,0,4,5,15999
Mitsubishi,2011,Outlander,1,0,4,2.4,1,239265,1,0,1,0,0,4,5,9999
Toyota,2011,RAV4,0,0,6,3.5,1,195040,1,0,1,0,0,4,5,16999
Volkswagen,2012,Golf,1,0,4,1.4,1,55676,0,1,0,0,0,5,5,14999
Mitsubishi,2012,Outlander,1,0,4,2.4,1,219681,1,0,1,0,0,4,7,13999
Subaru,2012,Outback,1,0,4,2.5,1,105672,1,0,1,0,0,4,5,17990
Toyota,2012,86,1,1,4,2.0,1,178747,1,1,0,0,0,2,4,19900
Hyundai,2012,I30,1,0,4,1.8,1,125546,1,1,0,0,0,5,5,15880
BMW,2012,X3,1,0,4,2.0,1,109459,0,0,1,0,0,4,5,18888
Mitsubishi,2012,ASX,1,0,4,2.0,1,187265,1,0,1,0,0,4,5,13990
BMW,2012,M135I,1,0,6,3.0,1,67678,0,1,0,0,0,5,5,29950
Kia,2012,Sorento,1,0,4,2.2,1,164189,1,0,1,0,0,4,7,16990
Honda,2012,Jazz,1,0,4,1.3,1,111323,1,1,0,0,0,5,5,12800
Mazda,2012,2,1,0,4,1.5,1,85492,1,1,0,0,0,5,5,13990
Hyundai,2012,I30,1,0,4,1.8,1,106286,1,1,0,0,0,5,5,16990
Hyundai,2012,I30,1,0,4,2.0,1,209552,1,1,0,0,0,5,5,7995
Toyota,2012,Tarago,1,0,4,2.4,1,115000,1,1,0,0,0,4,8,22999
Toyota,2012,Kluger,1,0,6,3.5,1,101222,1,0,1,0,0,4,7,23990
Mazda,2012,2,1,0,4,1.5,1,139976,1,1,0,0,0,5,5,12990
Toyota,2012,Landcruiser,1,0,4,3.0,1,189152,1,0,1,0,0,4,7,39950
Toyota,2012,HiAce,1,0,4,3.0,1,178792,1,0,0,0,1,4,3,24900
Mazda,2012,CX-5,1,0,4,2.0,1,202100,1,0,1,0,0,4,5,14989
Nissan,2012,Almera,1,0,4,1.5,1,144683,1,1,0,0,0,4,5,12990
Volvo,2012,C30,1,1,5,2.5,1,111965,0,1,0,0,0,3,4,16888
Subaru,2012,WRX,1,1,4,2.5,1,138199,1,1,0,0,0,4,5,23995
BMW,2012,116I,1,1,4,1.6,1,133884,0,1,0,0,0,5,5,14900
Mitsubishi,2012,Triton,1,0,4,2.5,1,221757,1,0,0,1,0,4,5,16990
Kia,2012,Cerato,1,0,4,2.0,1,145934,1,1,0,0,0,5,5,13999
Hyundai,2012,I30,1,0,4,1.8,1,119281,1,1,0,0,0,5,5,15990
BMW,2012,118I,1,0,4,1.6,1,53447,0,1,0,0,0,5,5,17880
Volkswagen,2012,Tiguan,1,0,4,2.0,1,102233,0,0,1,0,0,4,5,18888
Toyota,2012,HiAce,1,0,4,3.0,1,213169,1,0,0,0,1,4,3,26900
Land,2012,Rover,1,0,4,2.0,1,107036,0,0,1,0,0,5,5,30990
Nissan,2012,Navara,1,1,4,2.5,1,278697,1,0,0,1,0,4,5,16999
Hyundai,2012,IX35,1,1,4,2.0,1,199409,1,0,1,0,0,4,5,10995
Mercedes-Benz,2012,B180,1,0,4,1.7,1,194010,0,1,0,0,0,5,5,9999
Mini,2012,Cooper,1,0,4,1.6,1,103483,0,1,0,0,0,2,4,15999
Hyundai,2012,IX35,1,1,4,2.0,1,181595,1,0,1,0,0,4,5,9800
Lexus,2012,LS460,1,0,8,4.6,1,130985,1,1,0,0,0,4,5,39888
Mitsubishi,2012,Pajero,1,0,4,3.2,1,259677,1,0,1,0,0,4,7,22999
Volkswagen,2012,Polo,1,0,4,1.4,1,101404,0,1,0,0,0,5,5,15999
Fiat,2012,500,1,1,2,0.9,1,64179,0,1,0,0,0,3,4,9995
Kia,2012,Grand,1,0,6,3.5,1,197256,1,1,0,0,0,4,8,8990
Volkswagen,2012,Passat,1,0,4,2.0,1,182694,0,1,0,0,0,4,5,11995
Mazda,2012,CX-5,1,0,4,2.2,1,96705,1,0,1,0,0,4,5,20990
Toyota,2012,FJ,1,0,6,4.0,1,128094,1,0,1,0,0,4,5,38800
Hyundai,2012,Santa,1,0,4,2.2,1,139524,1,0,1,0,0,4,7,21990
Mazda,2012,CX-9,1,0,6,3.7,1,163355,1,0,1,0,0,4,7,17995
Honda,2012,Accord,1,0,4,2.4,1,221053,1,1,0,0,0,4,5,13990
Volkswagen,2012,Tiguan,1,0,4,2.0,1,157740,0,0,1,0,0,4,5,14995
Suzuki,2012,Swift,1,0,4,1.4,1,106587,1,1,0,0,0,5,5,13490
Toyota,2012,Tarago,1,0,6,3.5,1,211092,1,1,0,0,0,4,7,17995
Volkswagen,2012,Touareg,1,0,6,3.0,1,221377,0,0,1,0,0,4,5,18990
Mazda,2012,6,1,0,4,2.5,1,137863,1,1,0,0,0,4,5,11999
Hyundai,2012,Santa,1,0,4,2.2,1,149662,1,0,1,0,0,4,7,20890
Volvo,2012,XC90,1,0,5,2.4,1,174208,0,0,1,0,0,4,7,15995
Peugeot,2012,RCZ,1,0,4,1.6,1,146904,0,1,0,0,0,2,4,14999
Volkswagen,2012,Polo,1,0,4,1.2,1,46451,0,1,0,0,0,5,5,13990
Volkswagen,2012,Passat,1,0,4,2.0,1,99754,0,1,0,0,0,4,5,16888
Toyota,2012,Hilux,1,0,6,4.0,1,207212,1,0,0,1,0,2,4,24990
Hyundai,2012,Santa,1,0,4,2.2,1,192121,1,0,1,0,0,4,7,22880
Opel,2012,Astra,1,0,4,1.6,1,125254,0,1,0,0,0,4,5,14995
Hyundai,2012,Santa,1,0,4,2.2,1,139586,1,0,1,0,0,4,7,20995
Hyundai,2012,Veloster,1,0,4,1.6,1,193101,1,1,0,0,0,3,4,15950
Mazda,2012,CX-7,1,0,4,2.5,1,212145,1,0,1,0,0,4,5,8950
Toyota,2012,Hiace,1,0,4,3.0,1,182483,1,0,0,0,1,4,3,25999
Toyota,2012,Yaris,1,0,4,1.3,1,152805,1,1,0,0,0,5,5,11990
Kia,2012,Sorento,1,0,4,2.2,1,248746,1,0,1,0,0,4,7,8990
Citroen,2012,DS4,1,0,4,1.6,1,114592,0,1,0,0,0,4,5,10990
Nissan,2012,Dualis,1,0,4,2.0,1,192852,1,0,1,0,0,4,5,11888
Toyota,2012,Hilux,1,1,4,3.0,1,323542,1,0,0,1,0,4,5,13490
Hyundai,2012,Veloster,1,1,4,1.6,1,173949,1,1,0,0,0,3,4,14995
Volkswagen,2012,Passat,1,0,4,1.8,1,130545,0,1,0,0,0,4,5,12913
Maserati,2012,Grancabrio,1,0,8,4.7,1,63364,0,1,0,0,0,2,4,109990
Volkswagen,2012,Polo,1,0,4,1.2,1,101337,0,1,0,0,0,5,5,13490
Kia,2012,Optima,1,0,4,2.4,1,173168,1,1,0,0,0,4,5,12800
Mazda,2012,BT-50,1,1,5,3.2,1,180950,1,0,0,1,0,4,5,19999
Toyota,2012,Corolla,1,0,4,1.8,1,256377,1,1,0,0,0,4,5,10990
Toyota,2012,Hiace,1,0,4,3.0,1,196965,1,0,0,0,1,4,3,24999
Hyundai,2012,Elantra,1,0,4,1.8,1,182888,1,1,0,0,0,4,5,9999
Mitsubishi,2012,Triton,1,0,4,2.5,1,299995,1,0,0,1,0,4,5,12995
Subaru,2012,WRX,1,1,4,2.5,1,192322,1,1,0,0,0,4,5,17999
Nissan,2012,X-Trail,1,0,4,2.5,1,203208,1,0,1,0,0,4,5,14880
Toyota,2012,Hilux,1,1,4,3.0,1,305742,1,0,0,1,0,4,5,26990
Subaru,2012,Forester,1,0,4,2.5,1,114364,1,0,1,0,0,4,5,15884
Toyota,2012,Corolla,1,0,4,1.8,1,157341,1,1,0,0,0,5,5,16990
Honda,2012,Odyssey,1,0,4,2.4,1,252148,1,1,0,0,0,4,7,13990
Nissan,2012,X-Trail,1,1,4,2.0,1,178998,1,0,1,0,0,4,5,8990
Mitsubishi,2012,Lancer,1,1,4,2.0,1,260950,1,1,0,0,0,4,5,6500
Toyota,2012,Corolla,1,1,4,1.8,1,155657,1,1,0,0,0,5,5,11995
BMW,2012,X1,1,0,4,2.0,1,145738,0,0,1,0,0,4,5,15990
Toyota,2012,Camry,1,0,4,2.5,1,185863,1,1,0,0,0,4,5,13980
Volvo,2012,XC60,1,0,5,2.4,1,157633,0,0,1,0,0,4,5,19705
Toyota,2012,Camry,1,0,4,2.5,1,208330,1,1,0,0,0,4,5,12999
Toyota,2012,Hilux,1,1,4,3.0,1,387774,1,0,0,1,0,4,5,16490
Toyota,2012,Corolla,1,0,4,1.8,1,112241,1,1,0,0,0,4,5,14995
Nissan,2012,Micra,1,0,3,1.2,1,143246,1,1,0,0,0,5,5,9990
Mazda,2012,3,1,0,4,2.0,1,67639,1,1,0,0,0,5,5,19990
Volkswagen,2012,Scirocco,1,0,4,2.0,1,93772,0,1,0,0,0,3,4,27990
Volvo,2012,XC60,1,0,6,3.0,1,125211,0,0,1,0,0,4,5,19880
Mazda,2012,3,1,0,4,2.0,1,234406,1,1,0,0,0,5,5,8499
Land,2012,Rover,1,0,4,2.2,1,218569,0,0,1,0,0,5,5,22995
Mazda,2012,2,1,0,4,1.5,1,88938,1,1,0,0,0,5,5,14990
Land,2012,Rover,1,0,6,3.0,1,190601,0,0,1,0,0,4,7,27999
Hyundai,2012,Accent,1,0,4,1.6,1,114673,1,1,0,0,0,5,5,14880
Subaru,2012,XV,1,1,4,2.0,1,121050,1,0,1,0,0,4,5,16950
Nissan,2012,Pathfinder,1,1,4,2.5,1,191547,1,0,1,0,0,4,7,18980
Honda,2012,Jazz,1,0,4,1.3,1,100390,1,1,0,0,0,5,5,15995
Hyundai,2012,IX35,1,0,4,2.0,1,200595,1,0,1,0,0,4,5,10750
BMW,2012,118I,1,0,4,1.6,1,49427,0,1,0,0,0,5,5,19800
Subaru,2012,Impreza,1,0,4,2.0,1,156472,1,1,0,0,0,5,5,14990
Toyota,2012,Landcruiser,1,1,8,4.5,1,325999,1,0,0,1,0,2,3,49990
Nissan,2012,Patrol,1,0,4,3.0,1,228875,1,0,1,0,0,4,7,32990
Nissan,2012,Leaf,1,0,0,0.0,0,86774,1,1,0,0,0,5,5,17999
Mercedes-Benz,2012,C250,1,0,4,2.1,1,142527,0,1,0,0,0,2,4,19990
Mercedes-Benz,2012,GL500,1,0,8,5.5,1,107169,0,0,1,0,0,4,7,32900
Toyota,2012,Landcruiser,1,1,8,4.5,1,179999,1,0,0,1,0,2,2,86900
Mazda,2012,BT-50,1,0,5,3.2,1,308811,1,0,0,1,0,4,5,20880
Mini,2012,Coupe,1,1,4,1.6,1,123022,0,1,0,0,0,2,2,22990
Volkswagen,2012,Tiguan,1,0,4,2.0,1,133050,0,0,1,0,0,4,5,14950
Toyota,2012,HiAce,1,0,4,3.0,1,237387,1,0,0,0,1,4,3,29900
Hyundai,2012,I40,1,0,4,2.0,1,157018,1,1,0,0,0,4,5,15990
Hyundai,2012,Veloster,1,1,4,1.6,1,125055,1,1,0,0,0,3,4,18990
Hyundai,2012,Elantra,1,0,4,1.8,1,144330,1,1,0,0,0,4,5,12990
Hyundai,2012,I30,1,0,4,1.8,1,122348,1,1,0,0,0,5,5,15990
Volkswagen,2012,Tiguan,1,0,4,2.0,1,121577,0,0,1,0,0,4,5,14995
Toyota,2012,Landcruiser,1,1,8,4.5,1,237999,1,0,0,1,0,2,2,53900
Volkswagen,2012,Golf,1,1,4,2.0,1,101702,0,1,0,0,0,5,5,17990
Toyota,2012,Landcruiser,1,0,4,3.0,1,326851,1,0,1,0,0,4,7,24990
Toyota,2012,Hilux,1,1,4,3.0,1,226164,1,0,0,1,0,2,4,34990
Mazda,2012,CX-9,1,0,6,3.7,1,120346,1,0,1,0,0,4,7,18990
Mazda,2012,BT-50,1,1,5,3.2,1,268463,1,0,0,1,0,2,3,12973
Hyundai,2012,IX35,1,0,4,2.0,1,108201,1,0,1,0,0,4,5,17990
Honda,2012,Accord,1,0,4,2.4,1,153087,1,1,0,0,0,4,5,15990
Nissan,2012,Navara,1,1,4,2.5,1,178000,1,0,0,1,0,4,5,14990
Hyundai,2012,I20,1,0,4,1.4,1,125446,1,1,0,0,0,5,5,12990
Toyota,2012,Hilux,1,0,4,3.0,1,176700,1,0,0,1,0,4,5,33990
Toyota,2012,Hilux,1,1,4,3.0,1,286525,1,0,0,1,0,2,2,15950
Mazda,2012,CX-9,1,0,6,3.7,1,147532,1,0,1,0,0,4,7,19995
Toyota,2012,Kluger,1,0,6,3.5,1,60000,1,0,1,0,0,4,7,30950
Renault,2012,Koleos,1,0,4,2.5,1,80673,0,0,1,0,0,4,5,13800
Land,2012,Rover,1,0,4,2.2,1,234933,0,0,1,0,0,5,5,21990
Mazda,2012,6,1,0,4,2.2,1,179262,1,1,0,0,0,4,5,12800
Toyota,2012,Landcruiser,1,1,8,4.5,1,286104,1,0,0,1,0,2,3,52880
BMW,2012,125I,1,0,4,2.0,1,177411,0,1,0,0,0,5,5,15990
Nissan,2012,X-Trail,1,0,4,2.0,1,232063,1,0,1,0,0,4,5,12990
Nissan,2012,Navara,1,1,4,2.5,1,214392,1,0,0,1,0,4,5,13990
Mercedes-Benz,2012,Valente,1,0,4,2.1,1,134645,0,1,0,0,0,4,8,29990
BMW,2012,X1,1,0,4,2.0,1,122382,0,0,1,0,0,4,5,12999
Toyota,2012,RAV4,1,0,4,2.4,1,198134,1,0,1,0,0,4,5,14986
Volkswagen,2012,Tiguan,1,0,4,2.0,1,156654,0,0,1,0,0,4,5,13913
Mahindra,2012,XUV500,1,1,4,2.2,1,119412,1,0,1,0,0,4,7,12990
Subaru,2012,Forester,1,0,4,2.5,1,200016,1,0,1,0,0,4,5,11980
Suzuki,2012,Swift,1,1,4,1.4,1,161852,1,1,0,0,0,5,5,9990
Toyota,2012,Camry,1,0,4,2.5,1,78350,1,1,0,0,0,4,5,17999
Honda,2012,Civic,1,0,4,1.8,1,33700,1,1,0,0,0,5,5,19990
Nissan,2012,Micra,1,0,3,1.2,1,78181,1,1,0,0,0,5,5,9750
Great,2012,Wall,1,1,4,2.0,1,120074,1,0,0,1,0,4,5,10990
Volkswagen,2012,Golf,1,0,4,2.0,1,101687,0,1,0,0,0,5,5,22990
Toyota,2012,Kluger,1,0,6,3.5,1,132203,1,0,1,0,0,4,7,20999
Toyota,2012,Landcruiser,1,0,4,3.0,1,247776,1,0,1,0,0,4,5,34990
Toyota,2012,Corolla,1,0,4,1.8,1,94860,1,1,0,0,0,5,5,18950
Nissan,2012,Navara,1,1,4,2.5,1,192000,1,0,0,1,0,4,5,16990
Hyundai,2012,Iload,1,1,4,2.5,1,221000,1,0,0,0,1,4,3,17990
Hyundai,2012,Veloster,1,1,4,1.6,1,202000,1,1,0,0,0,3,4,10990
Mercedes-Benz,2012,ML250,1,0,4,2.1,1,170208,0,0,1,0,0,4,5,18913
Kia,2012,RIO,1,1,4,1.4,1,142588,1,1,0,0,0,5,5,9990
Mazda,2012,CX-9,1,0,6,3.7,1,63361,1,0,1,0,0,4,7,21913
Volkswagen,2012,Amarok,1,1,4,2.0,1,153502,0,0,0,1,0,4,5,22990
Mazda,2012,3,1,1,4,2.0,1,185178,1,1,0,0,0,5,5,9913
BMW,2012,X1,1,0,4,2.0,1,98279,0,0,1,0,0,4,5,14913
Mazda,2012,BT-50,1,0,5,3.2,1,200872,1,0,0,1,0,4,5,26986
Jaguar,2012,XF,1,0,4,2.0,1,160100,0,1,0,0,0,4,5,19990
Honda,2012,CR-V,1,0,4,2.4,1,62225,1,0,1,0,0,4,5,21990
Mini,2012,Countryman,1,0,4,1.6,1,103833,0,0,1,0,0,4,4,17990
Toyota,2012,Landcruiser,1,0,8,4.5,1,357463,1,0,1,0,0,4,8,44990
Audi,2012,A1,1,0,4,1.6,1,129433,0,1,0,0,0,5,5,18990
Mitsubishi,2012,Lancer,1,1,4,2.0,1,100500,1,1,0,0,0,4,5,12992
Nissan,2012,X-Trail,1,0,4,2.0,1,165766,1,0,1,0,0,4,5,14249
Toyota,2012,Aurion,1,0,6,3.5,1,213663,1,1,0,0,0,4,5,12990
Volkswagen,2012,Golf,1,0,4,1.4,1,86627,0,1,0,0,0,5,5,14998
Toyota,2012,Landcruiser,1,0,4,3.0,1,201733,1,0,1,0,0,4,7,34990
Toyota,2012,Landcruiser,1,1,4,3.0,1,252246,1,0,1,0,0,4,7,28990
Hyundai,2012,I20,1,0,4,1.4,1,65503,1,1,0,0,0,3,5,11990
Mitsubishi,2012,Triton,1,0,4,2.5,1,202120,1,0,0,1,0,4,5,18990
Honda,2012,Odyssey,1,0,4,2.4,1,151000,1,1,0,0,0,4,7,12999
Mercedes-Benz,2012,CLS500,1,0,8,4.7,1,112250,0,1,0,0,0,4,4,47950
Subaru,2012,Liberty,1,0,4,2.5,1,276963,1,1,0,0,0,4,6,8913
Volkswagen,2012,Passat,1,0,6,3.6,1,138178,0,1,0,0,0,4,5,14988
Mitsubishi,2012,Lancer,1,1,4,2.0,1,205498,1,1,0,0,0,4,5,9990
Kia,2012,Grand,1,0,6,3.5,1,195273,1,1,0,0,0,4,8,13499
Toyota,2012,86,1,1,4,2.0,1,49794,1,1,0,0,0,2,4,27888
Hyundai,2012,IX35,1,1,4,2.0,1,158121,1,0,1,0,0,4,5,8990
Hyundai,2012,I20,1,0,4,1.4,1,143949,1,1,0,0,0,5,5,12490
Nissan,2012,Dualis,1,0,4,2.0,1,157645,1,0,1,0,0,4,5,13990
Toyota,2012,Landcruiser,1,0,4,3.0,1,185065,1,0,1,0,0,4,5,29999
Mazda,2012,BT-50,1,0,5,3.2,1,199985,1,0,0,1,0,4,5,26990
Nissan,2012,Micra,1,0,3,1.2,1,14702,1,1,0,0,0,5,5,12990
Toyota,2012,Kluger,1,0,6,3.5,1,101003,1,0,1,0,0,4,7,23990
Toyota,2012,Landcruiser,1,0,4,3.0,1,276071,1,0,1,0,0,4,5,24800
Mazda,2012,CX-9,1,0,6,3.7,1,93571,1,0,1,0,0,4,7,19990
Nissan,2012,Murano,1,0,6,3.5,1,234270,1,0,1,0,0,4,5,9999
Volvo,2012,XC60,1,0,4,2.0,1,120709,0,0,1,0,0,4,5,14513
BMW,2012,X5,1,0,6,3.0,1,186613,0,0,1,0,0,4,5,19990
Volkswagen,2012,Tiguan,1,0,4,2.0,1,112500,0,0,1,0,0,4,5,17990
Mazda,2012,BT-50,1,0,5,3.2,1,291747,1,0,0,1,0,4,5,15513
Nissan,2012,Dualis,1,0,4,2.0,1,162515,1,0,1,0,0,4,5,16999
Honda,2012,Civic,1,0,4,1.8,1,146603,1,1,0,0,0,4,5,13999
Nissan,2012,X-Trail,1,0,4,2.0,1,174558,1,0,1,0,0,4,5,13590
Mazda,2012,CX-9,1,0,6,3.7,1,117088,1,0,1,0,0,4,7,19888
Honda,2012,Accord,1,0,4,2.4,1,92597,1,1,0,0,0,4,5,18888
Skoda,2012,Fabia,1,0,4,1.4,1,203421,0,1,0,0,0,5,5,9950
Toyota,2012,HiAce,1,0,4,3.0,1,202000,1,0,0,0,1,4,3,22990
Toyota,2012,Corolla,1,0,4,1.8,1,123596,1,1,0,0,0,5,5,15990
Toyota,2012,Hilux,1,0,4,3.0,1,306986,1,0,0,1,0,4,5,28990
Mazda,2012,2,1,0,4,1.5,1,74183,1,1,0,0,0,5,5,16705
Volkswagen,2012,Tiguan,1,0,4,2.0,1,105128,0,0,1,0,0,4,5,17990
Nissan,2012,X-Trail,1,0,4,2.5,1,140519,1,0,1,0,0,4,5,14990
Subaru,2012,XV,1,0,4,2.0,1,222127,1,0,1,0,0,4,5,15999
Kia,2012,Sorento,1,0,4,2.2,1,134686,1,0,1,0,0,4,7,21990
BMW,2012,320D,1,0,4,2.0,1,199599,0,1,0,0,0,4,5,13990
Mazda,2012,CX-5,1,0,4,2.2,1,133162,1,0,1,0,0,4,5,19830
Mazda,2012,BT-50,1,1,5,3.2,1,339903,1,0,0,1,0,4,4,15990
Hyundai,2012,I30,1,1,4,1.8,1,144730,1,1,0,0,0,5,5,11990
Mazda,2012,2,1,0,4,1.5,1,101443,1,1,0,0,0,5,5,12990
Nissan,2012,Dualis,1,0,4,2.0,1,121894,1,0,1,0,0,4,5,11990
Subaru,2012,Impreza,1,0,4,2.0,1,148670,1,1,0,0,0,5,5,15950
Audi,2012,A1,1,0,4,1.4,1,114382,0,1,0,0,0,3,4,15990
Toyota,2012,RAV4,1,0,4,2.4,1,212788,1,0,1,0,0,4,5,14888
Mazda,2012,3,1,0,4,2.0,1,122331,1,1,0,0,0,5,5,16999
Nissan,2012,Navara,1,1,4,2.5,1,272360,1,0,0,1,0,4,5,9990
Mercedes-Benz,2012,C250,1,0,4,1.8,1,94342,0,1,0,0,0,2,4,20888
BMW,2012,X1,1,0,4,2.0,1,161000,0,0,1,0,0,4,5,16888
Kia,2012,Sorento,1,0,6,3.5,1,123712,1,0,1,0,0,4,7,16999
Lexus,2012,CT200H,1,0,4,1.8,0,96851,1,1,0,0,0,5,5,21590
Nissan,2012,Dualis,1,1,4,2.0,1,141794,1,0,1,0,0,4,5,11999
Subaru,2012,XV,1,1,4,2.0,1,185230,1,0,1,0,0,4,5,13999
Subaru,2012,XV,1,1,4,2.0,1,110900,1,0,1,0,0,4,5,13999
Skoda,2012,Octavia,1,0,4,2.0,1,141124,0,1,0,0,0,5,5,12950
Toyota,2012,Kluger,1,0,6,3.5,1,150459,1,0,1,0,0,4,5,20906
Mazda,2012,3,1,0,4,2.0,1,196989,1,1,0,0,0,4,5,11900
Subaru,2012,XV,1,0,4,2.0,1,245712,1,0,1,0,0,4,5,13999
Subaru,2012,Impreza,1,0,4,2.0,1,65600,1,1,0,0,0,5,5,19990
BMW,2012,118D,1,0,4,2.0,1,137000,0,1,0,0,0,2,4,18990
Mitsubishi,2012,ASX,1,1,4,2.0,1,197269,1,0,1,0,0,4,5,11990
Mazda,2012,CX-5,1,0,4,2.0,1,215359,1,0,1,0,0,4,5,15999
Hyundai,2012,Veloster,1,0,4,1.6,1,69040,1,1,0,0,0,3,4,17990
Hyundai,2012,I20,1,0,4,1.4,1,134333,1,1,0,0,0,5,5,10990
Hyundai,2012,IX35,1,0,4,2.0,1,242020,1,0,1,0,0,4,5,12999
Mazda,2012,CX-5,1,0,4,2.0,1,180445,1,0,1,0,0,4,5,15488
Mini,2012,Countryman,1,0,4,1.6,1,93317,0,0,1,0,0,4,4,20990
Toyota,2012,Hilux,1,0,6,4.0,1,250705,1,0,0,1,0,4,5,16990
Volkswagen,2012,Golf,1,0,4,2.0,1,111008,0,1,0,0,0,5,5,17995
Hyundai,2012,Accent,1,0,4,1.6,1,86893,1,1,0,0,0,4,5,15999
Opel,2012,Corsa,1,0,4,1.4,1,73350,0,1,0,0,0,3,5,12995
Mitsubishi,2012,Triton,1,0,4,2.5,1,213925,1,0,0,1,0,4,5,17990
Toyota,2012,Yaris,1,0,4,1.5,1,108000,1,1,0,0,0,5,5,15999
Kia,2012,RIO,1,0,4,1.6,1,259000,1,1,0,0,0,5,5,9900
Toyota,2012,FJ,1,0,6,4.0,1,232704,1,0,1,0,0,4,5,32990
Hyundai,2012,Veloster,1,0,4,1.6,1,165000,1,1,0,0,0,3,4,14999
Subaru,2012,Outback,1,0,4,2.5,1,236976,1,0,1,0,0,4,5,8999
Mitsubishi,2012,Triton,1,0,4,2.5,1,219367,1,0,0,1,0,4,5,17990
Mazda,2012,BT-50,1,1,5,3.2,1,225438,1,0,0,1,0,4,5,24990
Honda,2012,Civic,1,0,4,1.8,1,105880,1,1,0,0,0,5,5,15974
Nissan,2012,Dualis,1,0,4,2.0,1,390488,1,0,1,0,0,4,7,12990
Kia,2012,Sportage,1,0,4,2.0,1,227803,1,0,1,0,0,4,5,15980
Kia,2012,Grand,1,0,6,3.5,1,263675,1,1,0,0,0,4,8,8990
Nissan,2012,X-Trail,1,1,4,2.0,1,128000,1,0,1,0,0,4,5,13000
Mitsubishi,2012,Outlander,1,0,4,2.0,1,248791,1,0,1,0,0,4,5,13799
Toyota,2012,Landcruiser,1,0,4,3.0,1,261000,1,0,1,0,0,4,7,29500
Hyundai,2012,Santa,1,0,4,2.2,1,139455,1,0,1,0,0,4,7,21995
Nissan,2012,Navara,1,1,4,2.5,1,178104,1,0,0,1,0,4,5,12999
Nissan,2012,X-Trail,1,0,4,2.5,1,175074,1,0,1,0,0,4,5,14990
Kia,2012,Optima,1,0,4,2.4,1,149989,1,1,0,0,0,4,5,19990
Volkswagen,2012,Passat,1,0,4,2.0,1,106500,0,1,0,0,0,4,5,15850
Mitsubishi,2012,Lancer,1,0,4,2.0,1,145800,1,1,0,0,0,5,5,9990
Mazda,2012,CX-9,1,0,6,3.7,1,133933,1,0,1,0,0,4,7,19990
Suzuki,2012,Swift,1,1,4,1.4,1,239566,1,1,0,0,0,5,5,9788
Mazda,2012,CX-5,1,0,4,2.0,1,110366,1,0,1,0,0,4,5,17990
Nissan,2012,Navara,1,1,4,2.5,1,116392,1,0,0,1,0,4,5,17990
Mazda,2012,2,1,1,4,1.5,1,153690,1,1,0,0,0,5,5,8488
