Brand,Year,Model,Used,Manual Transmission,Cylinder.Engine,Liters.Engine,Fossil Fuel,Kilometres,Asia,Passenger Cars,SUV,Ute Tray,VAN,Doors,Seats,Price
Toyota,2018,Hilux,1,0,4,2.8,1,111798,1,0,0,1,0,4,5,45880
Land,2018,Rover,1,0,8,4.4,1,93127,0,0,1,0,0,4,5,189990
Kia,2018,Picanto,1,0,4,1.2,1,72255,1,1,0,0,0,5,5,15990
Mitsubishi,2018,Pajero,1,0,4,3.2,1,126807,1,0,1,0,0,4,7,39990
Toyota,2018,RAV4,1,0,4,2.5,1,132928,1,0,1,0,0,4,5,31888
Audi,2018,Q5,1,0,6,3.0,1,81383,0,0,1,0,0,4,5,49880
Nissan,2018,Qashqai,1,0,4,2.0,1,111988,1,0,1,0,0,4,5,21950
Hyundai,2018,I30,1,0,4,2.0,1,44378,1,1,0,0,0,4,5,23888
Audi,2018,TT,1,0,4,2.0,1,41752,0,1,0,0,0,2,4,58800
Volkswagen,2018,Tiguan,1,0,4,2.0,1,72915,0,0,1,0,0,4,7,39990
Mazda,2018,CX-5,1,0,4,2.5,1,25403,1,0,1,0,0,4,5,36990
Audi,2018,A1,1,0,3,1.0,1,150100,0,1,0,0,0,5,5,16998
Mazda,2018,CX-5,1,0,4,2.5,1,41425,1,0,1,0,0,4,5,37990
Toyota,2018,Corolla,1,0,4,1.8,0,81624,1,1,0,0,0,5,5,30990
Mitsubishi,2018,Pajero,1,0,4,3.2,1,101260,1,0,1,0,0,4,7,39900
Volkswagen,2018,Golf,1,0,4,2.0,1,41000,0,1,0,0,0,5,5,46880
Mitsubishi,2018,Triton,1,0,4,2.4,1,88483,1,0,0,1,0,4,5,44987
Mazda,2018,3,1,1,4,2.0,1,38118,1,1,0,0,0,5,5,23990
Kia,2018,Cerato,1,0,4,2.0,1,30527,1,1,0,0,0,4,5,21990
Hyundai,2018,Elantra,1,0,4,2.0,1,117500,1,1,0,0,0,4,5,21990
Kia,2018,RIO,1,0,4,1.4,1,86573,1,1,0,0,0,5,5,17990
Isuzu,2018,D-MAX,1,0,4,3.0,1,207661,1,0,0,1,0,4,5,39990
Mazda,2018,CX-5,1,0,4,2.5,1,96825,1,0,1,0,0,4,5,34990
Mercedes-Benz,2018,GLA180,1,0,4,1.6,1,39966,0,0,1,0,0,4,5,38800
Toyota,2018,Corolla,1,0,4,2.0,1,56202,1,1,0,0,0,5,5,26990
Toyota,2018,Camry,1,0,4,2.5,0,45930,1,1,0,0,0,4,5,35990
Mercedes-Benz,2018,S450,1,0,8,3.0,1,37175,0,1,0,0,0,4,5,95900
Toyota,2018,Landcruiser,1,0,4,2.8,1,149158,1,0,1,0,0,4,7,49999
Hyundai,2018,I30,1,0,4,2.0,1,14334,1,1,0,0,0,4,5,23490
Maserati,2018,Ghibli,1,0,6,3.0,1,57186,0,1,0,0,0,4,5,79800
Toyota,2018,Camry,1,0,4,2.5,1,81518,1,1,0,0,0,4,5,27995
Subaru,2018,Outback,1,0,6,3.6,1,52658,1,0,1,0,0,4,5,39999
Mazda,2018,CX-9,1,0,4,2.5,1,14732,1,0,1,0,0,4,7,46990
Subaru,2018,Outback,1,0,6,3.6,1,101097,1,0,1,0,0,4,5,31990
Toyota,2018,Corolla,1,0,4,1.8,0,45591,1,1,0,0,0,5,5,37999
Kia,2018,Picanto,1,0,4,1.2,1,115923,1,1,0,0,0,5,5,16388
Toyota,2018,Corolla,1,0,4,1.8,1,67820,1,1,0,0,0,5,5,24990
Toyota,2018,Kluger,1,0,6,3.5,1,49156,1,0,1,0,0,4,7,39990
Mitsubishi,2018,Triton,1,0,4,2.4,1,69804,1,0,0,1,0,4,5,43800
Honda,2018,CR-V,1,0,4,1.5,1,123995,1,0,1,0,0,4,5,28999
Nissan,2018,X-Trail,1,0,4,2.5,1,62669,1,0,1,0,0,4,5,31990
Toyota,2018,Yaris,1,0,4,1.3,1,50352,1,1,0,0,0,5,5,20888
Kia,2018,Stinger,1,0,6,3.3,1,114501,1,1,0,0,0,4,5,39999
Mazda,2018,2,1,0,4,1.5,1,11140,1,1,0,0,0,5,5,21990
Kia,2018,Sportage,1,0,4,2.0,1,91102,1,0,1,0,0,4,5,32990
Mercedes-Benz,2018,A250,1,0,4,2.0,1,36952,0,1,0,0,0,5,5,39990
Mercedes-Benz,2018,C200,1,0,4,2.0,0,46467,0,1,0,0,0,4,4,46888
Mercedes-Benz,2018,C63,1,0,8,4.0,1,36191,0,1,0,0,0,4,4,108888
Nissan,2018,X-Trail,1,0,4,2.0,1,125638,1,0,1,0,0,4,5,24990
Toyota,2018,Camry,1,0,4,2.5,0,113992,1,1,0,0,0,4,5,33888
Lexus,2018,RX300,1,0,4,2.0,1,86384,1,0,1,0,0,4,5,48888
Mercedes-Benz,2018,C300,1,0,4,2.0,1,72079,0,1,0,0,0,4,4,42990
BMW,2018,X5,1,0,6,3.0,1,64881,0,0,1,0,0,4,5,59888
Kia,2018,Sportage,1,0,4,2.0,1,78572,1,0,1,0,0,4,5,28999
Kia,2018,Sportage,1,0,4,2.0,1,98379,1,0,1,0,0,4,5,25990
Subaru,2018,Liberty,1,0,4,2.5,1,28444,1,1,0,0,0,4,5,29990
Mercedes-Benz,2018,A200,1,0,4,1.3,1,7798,0,1,0,0,0,5,5,45990
Nissan,2018,Navara,1,0,4,2.3,1,101527,1,0,0,1,0,4,5,32990
Audi,2018,A3,1,0,4,1.4,1,49029,0,1,0,0,0,4,5,35990
Mazda,2018,BT-50,1,1,5,3.2,1,82833,1,0,0,1,0,4,4,28990
Toyota,2018,Camry,1,0,4,2.5,0,60348,1,1,0,0,0,4,5,34990
Toyota,2018,Corolla,1,0,4,1.8,1,77145,1,1,0,0,0,5,5,24990
Mercedes-Benz,2018,GLC63,1,0,8,4.0,1,62943,0,0,1,0,0,4,5,106888
Subaru,2018,Liberty,1,0,4,2.5,1,62531,1,1,0,0,0,4,5,30990
Mazda,2018,CX-5,1,0,4,2.2,1,117851,1,0,1,0,0,4,5,31590
Suzuki,2018,Swift,1,0,4,1.2,1,39586,1,1,0,0,0,5,5,19800
Mazda,2018,CX-3,1,1,4,2.0,1,57450,1,0,1,0,0,4,5,23990
Mitsubishi,2018,Outlander,1,0,4,2.3,1,101300,1,0,1,0,0,4,7,29980
Mitsubishi,2018,Triton,1,0,4,2.4,1,43958,1,0,0,1,0,4,5,43888
Toyota,2018,Hilux,1,1,4,2.4,1,78734,1,0,0,1,0,2,2,32888
Mercedes-Benz,2018,A180,1,0,4,1.3,1,47292,0,1,0,0,0,4,5,45950
Toyota,2018,Hilux,1,0,4,2.7,1,118010,1,0,0,1,0,2,2,24880
Toyota,2018,Tarago,1,0,4,2.4,1,63162,1,1,0,0,0,4,8,38490
Toyota,2018,Corolla,1,0,4,1.8,1,34100,1,1,0,0,0,5,5,24999
Hyundai,2018,Kona,1,0,4,1.6,1,53606,1,0,1,0,0,4,5,29490
Mercedes-Benz,2018,GLC200,1,0,4,2.0,1,87864,0,0,1,0,0,4,5,42800
Mazda,2018,CX-5,1,0,4,2.0,1,66594,1,0,1,0,0,4,5,28490
Suzuki,2018,Vitara,1,0,4,1.6,1,30464,1,0,1,0,0,4,5,29995
Mercedes-Benz,2018,A200,1,0,4,1.3,1,34442,0,1,0,0,0,5,5,51950
Kia,2018,Carnival,1,0,4,2.2,1,71001,1,1,0,0,0,4,8,42990
Audi,2018,Q3,1,0,4,2.0,1,39507,0,0,1,0,0,4,5,37800
Toyota,2018,Hilux,1,1,4,2.4,1,70401,1,0,0,1,0,2,2,35990
Lexus,2018,LX570,1,0,8,5.7,1,94273,1,0,1,0,0,4,8,105900
Toyota,2018,Hilux,1,0,4,2.7,1,116411,1,0,0,1,0,2,2,23999
Mercedes-Benz,2018,C300,1,0,4,2.0,1,46222,0,1,0,0,0,4,4,48999
Toyota,2018,Hilux,1,0,4,2.8,1,106695,1,0,0,1,0,2,4,34950
Mercedes-Benz,2018,CLA250,1,0,4,2.0,1,69677,0,1,0,0,0,4,5,45990
Isuzu,2018,D-MAX,1,0,4,3.0,1,87014,1,0,0,1,0,4,5,49975
Toyota,2018,Kluger,1,0,6,3.5,1,50657,1,0,1,0,0,4,7,44990
Mercedes-Benz,2018,C300,1,0,4,2.0,1,73106,0,1,0,0,0,4,4,44999
Volkswagen,2018,Polo,1,0,3,1.0,1,32029,0,1,0,0,0,5,5,22990
BMW,2018,X3,1,0,4,2.0,1,147211,0,0,1,0,0,4,5,38800
Toyota,2018,Hilux,1,0,4,2.8,1,100290,1,0,0,1,0,4,5,44990
Mitsubishi,2018,Triton,1,0,4,2.4,1,101090,1,0,0,1,0,4,5,25490
Land,2018,Rover,1,0,8,4.4,1,54982,0,0,1,0,0,4,5,134888
Hyundai,2018,Santa,1,0,4,2.2,1,136800,1,0,1,0,0,4,7,37888
Subaru,2018,Outback,1,0,4,2.5,1,78950,1,0,1,0,0,4,5,28995
Isuzu,2018,MU-X,1,0,4,3.0,1,160275,1,0,1,0,0,4,7,36880
Isuzu,2018,MU-X,1,0,4,3.0,1,74795,1,0,1,0,0,4,7,47990
Audi,2018,S4,1,0,6,3.0,1,37714,0,1,0,0,0,4,5,59888
Volkswagen,2018,Polo,1,0,3,1.0,1,52605,0,1,0,0,0,5,5,19990
Hyundai,2018,I30,1,0,4,2.0,1,93080,1,1,0,0,0,4,5,18888
Audi,2018,A3,1,0,4,1.4,1,34921,0,1,0,0,0,4,5,30880
Kia,2018,Sportage,1,0,4,2.0,1,94648,1,0,1,0,0,4,5,25490
Volkswagen,2018,Multivan,1,0,4,2.0,1,73225,0,1,0,0,0,4,7,48940
Nissan,2018,Navara,1,0,4,2.3,1,70604,1,0,0,1,0,4,5,29980
BMW,2018,M3,1,0,6,3.0,1,70642,0,1,0,0,0,4,5,108888
Hyundai,2018,Elantra,1,0,4,2.0,1,49963,1,1,0,0,0,4,5,25800
Honda,2018,Jazz,1,0,4,1.5,1,105067,1,1,0,0,0,5,5,18990
Nissan,2018,Navara,1,0,4,2.3,1,86980,1,0,0,1,0,4,5,38950
Volkswagen,2018,Tiguan,1,0,4,2.0,1,34198,0,0,1,0,0,4,5,31888
Hyundai,2018,I30,1,0,4,2.0,1,23657,1,1,0,0,0,4,5,25990
Nissan,2018,Navara,1,0,4,2.3,1,87020,1,0,0,1,0,2,4,39388
Toyota,2018,C-HR,1,0,4,1.2,1,66948,1,0,1,0,0,4,5,29888
Hyundai,2018,Tucson,1,0,4,2.0,1,54340,1,0,1,0,0,4,5,26890
Toyota,2018,Corolla,1,0,4,1.8,0,61603,1,1,0,0,0,5,5,37990
Mitsubishi,2018,Triton,1,1,4,2.4,1,131475,1,0,0,1,0,4,5,31990
Honda,2018,Civic,1,0,4,1.5,1,38419,1,1,0,0,0,4,5,33800
Mazda,2018,CX-3,1,0,4,2.0,1,65230,1,0,1,0,0,4,5,25995
Mazda,2018,BT-50,1,1,5,3.2,1,89520,1,0,0,1,0,4,5,39990
Mazda,2018,CX-3,1,0,4,2.0,1,20094,1,0,1,0,0,4,5,24888
BMW,2018,X2,1,0,4,2.0,1,32054,0,0,1,0,0,4,5,48800
Land,2018,Rover,1,0,6,3.0,1,127624,0,0,1,0,0,4,5,69990
Nissan,2018,Qashqai,1,0,4,2.0,1,79202,1,0,1,0,0,4,5,27490
Isuzu,2018,MU-X,1,0,4,3.0,1,98150,1,0,1,0,0,4,7,36990
Toyota,2018,Corolla,1,0,4,1.8,0,86578,1,1,0,0,0,5,5,29990
Volkswagen,2018,Tiguan,1,0,4,2.0,1,95030,0,0,1,0,0,4,5,27490
Volkswagen,2018,Tiguan,1,0,4,2.0,1,58383,0,0,1,0,0,4,5,39990
Toyota,2018,Camry,1,0,4,2.5,0,154507,1,1,0,0,0,4,5,30990
Kia,2018,Carnival,1,0,6,3.3,1,92993,1,1,0,0,0,4,8,31980
Kia,2018,Cerato,1,0,4,2.0,1,19158,1,1,0,0,0,4,5,25990
Hyundai,2018,I30,1,0,4,2.0,1,86622,1,1,0,0,0,4,5,21990
Isuzu,2018,D-MAX,1,0,4,3.0,1,325685,1,0,0,1,0,4,5,19888
Mitsubishi,2018,Triton,1,0,4,2.4,1,115569,1,0,0,1,0,4,5,32945
Kia,2018,Sportage,1,0,4,2.0,1,87559,1,0,1,0,0,4,5,27990
Toyota,2018,Corolla,1,0,4,2.0,1,94752,1,1,0,0,0,5,5,27995
Mitsubishi,2018,ASX,1,0,4,2.0,1,78472,1,0,1,0,0,4,5,23590
Toyota,2018,RAV4,1,0,4,2.2,1,93914,1,0,1,0,0,4,5,30990
Toyota,2018,Kluger,1,0,6,3.5,1,79734,1,0,1,0,0,4,7,42990
Hyundai,2018,Santa,1,0,4,2.2,1,116019,1,0,1,0,0,4,7,31990
Kia,2018,Carnival,1,0,6,3.3,1,57553,1,1,0,0,0,4,8,38888
Mercedes-Benz,2018,X250,1,0,4,2.3,1,64123,0,0,0,1,0,4,5,47990
Nissan,2018,Navara,1,0,4,2.3,1,135419,1,0,0,1,0,4,5,29990
Toyota,2018,RAV4,1,0,4,2.5,1,125307,1,0,1,0,0,4,5,29800
Toyota,2018,Yaris,1,0,4,1.3,1,75844,1,1,0,0,0,5,5,18990
Volkswagen,2018,Polo,1,0,3,1.0,1,31137,0,1,0,0,0,5,5,19800
Toyota,2018,Hilux,1,0,4,2.8,1,69968,1,0,0,1,0,4,5,52975
Toyota,2018,Camry,1,0,6,3.5,1,24814,1,1,0,0,0,4,5,39700
Volkswagen,2018,Amarok,1,0,6,3.0,1,144345,0,0,0,1,0,4,5,36990
Toyota,2018,Corolla,1,0,4,1.8,0,85582,1,1,0,0,0,5,5,28990
Hyundai,2018,I30,1,0,4,2.0,1,28601,1,1,0,0,0,4,5,24990
Mercedes-Benz,2018,A200,1,0,4,1.3,1,84626,0,1,0,0,0,5,5,39990
Skoda,2018,Superb,1,0,4,2.0,1,126100,0,1,0,0,0,4,5,22888
Mercedes-Benz,2018,S450,1,0,8,3.0,1,45432,0,1,0,0,0,4,5,127829
Mazda,2018,2,1,0,4,1.5,1,62700,1,1,0,0,0,5,5,17990
Land,2018,Rover,1,0,6,3.0,1,87220,0,0,1,0,0,4,5,89800
Audi,2018,Q5,1,0,4,2.0,1,125292,0,0,1,0,0,4,5,34913
Toyota,2018,Corolla,1,0,4,1.8,0,55347,1,1,0,0,0,5,5,27888
Volkswagen,2018,Tiguan,1,0,4,2.0,1,82668,0,0,1,0,0,4,5,39888
Kia,2018,Cerato,1,0,4,2.0,1,63268,1,1,0,0,0,5,5,21490
Mitsubishi,2018,ASX,1,0,4,2.0,1,100692,1,0,1,0,0,4,5,21999
Volkswagen,2018,Golf,1,0,4,2.0,1,66109,0,1,0,0,0,4,5,41800
Subaru,2018,Outback,1,0,4,2.5,1,151772,1,0,1,0,0,4,5,19990
Toyota,2018,Landcruiser,1,1,8,4.5,1,67480,1,0,0,1,0,2,3,84975
Hyundai,2018,Elantra,1,0,4,2.0,1,105794,1,1,0,0,0,4,5,18888
Audi,2018,A3,1,0,4,1.4,1,39972,0,1,0,0,0,5,5,32800
Hyundai,2018,Santa,1,0,4,2.2,1,114449,1,0,1,0,0,4,7,39888
Lexus,2018,NX300,1,0,4,2.0,1,37980,1,0,1,0,0,4,5,56990
Isuzu,2018,D-MAX,1,0,4,3.0,1,128978,1,0,0,1,0,2,4,42995
Toyota,2018,C-HR,1,0,4,1.2,1,112348,1,0,1,0,0,4,5,27990
Toyota,2018,Hilux,1,0,4,2.8,1,75863,1,0,0,1,0,4,5,59990
Volkswagen,2018,Tiguan,1,0,4,2.0,1,58018,0,0,1,0,0,4,5,41990
Isuzu,2018,MU-X,1,0,4,3.0,1,89550,1,0,1,0,0,4,7,34990
Porsche,2018,718,1,1,4,2.5,1,22638,0,1,0,0,0,2,2,169888
Toyota,2018,Hilux,1,1,4,2.7,1,66914,1,0,0,1,0,2,2,29490
Skoda,2018,Superb,1,0,4,2.0,1,150994,0,1,0,0,0,4,5,22990
Mazda,2018,CX-5,1,0,4,2.0,1,42242,1,0,1,0,0,4,5,32990
Volkswagen,2018,Tiguan,1,0,4,2.0,1,96402,0,0,1,0,0,4,5,38990
Volkswagen,2018,Amarok,1,0,6,3.0,1,125071,0,0,0,1,0,4,5,39912
Toyota,2018,RAV4,1,0,4,2.0,1,129320,1,0,1,0,0,4,5,27986
Skoda,2018,Karoq,1,1,4,1.5,1,86989,0,0,1,0,0,4,5,19990
Subaru,2018,Forester,1,0,4,2.5,1,40585,1,0,1,0,0,4,5,34990
BMW,2018,X6,1,0,6,3.0,1,99100,0,0,1,0,0,4,5,58990
Mitsubishi,2018,Triton,1,0,4,2.4,1,44246,1,0,0,1,0,4,5,39990
Mitsubishi,2018,Triton,1,0,4,2.4,1,87360,1,0,0,1,0,4,5,39999
Mazda,2018,3,1,0,4,2.0,1,83141,1,1,0,0,0,5,5,21990
Mazda,2018,CX-5,1,0,4,2.5,1,7289,1,0,1,0,0,4,5,38990
Mitsubishi,2018,Eclipse,1,0,4,1.5,1,83838,1,0,1,0,0,4,5,31990
Mazda,2018,CX-5,1,0,4,2.2,1,129489,1,0,1,0,0,4,5,27890
Toyota,2018,Hilux,1,0,4,2.7,1,97683,1,0,0,1,0,2,2,26490
Hyundai,2018,Tucson,1,0,4,1.6,1,76127,1,0,1,0,0,4,5,29990
Toyota,2018,Hilux,1,0,4,2.8,1,90003,1,0,0,1,0,4,5,41990
Toyota,2018,Hilux,1,0,4,2.8,1,82798,1,0,0,1,0,4,5,49990
Kia,2018,Stinger,1,0,6,3.3,1,59153,1,1,0,0,0,4,5,45980
Mitsubishi,2018,ASX,1,0,4,2.0,1,92581,1,0,1,0,0,4,5,22990
Mercedes-Benz,2018,C300,1,0,4,2.0,1,87700,0,1,0,0,0,4,4,46500
Maserati,2018,Granturismo,1,0,8,4.7,1,30130,0,1,0,0,0,2,4,179990
Mercedes-Benz,2018,E300,1,0,4,2.0,1,51816,0,1,0,0,0,2,4,71800
Mitsubishi,2018,Triton,1,1,4,2.4,1,93518,1,0,0,1,0,4,5,32913
Kia,2018,Carnival,1,0,4,2.2,1,95734,1,1,0,0,0,4,8,34990
Kia,2018,Sorento,1,0,4,2.2,1,44446,1,0,1,0,0,4,7,36777
Nissan,2018,GT-R,1,0,6,3.8,1,26500,1,1,0,0,0,2,4,248888
Toyota,2018,Hilux,1,1,4,2.4,1,130446,1,0,0,1,0,2,2,28999
Volkswagen,2018,Transporter,1,0,4,2.0,1,203129,0,0,0,1,0,2,2,26800
BMW,2018,X2,1,0,3,1.5,1,67098,0,0,1,0,0,4,5,34800
Subaru,2018,Outback,1,0,4,2.0,1,96300,1,0,1,0,0,4,5,27990
Kia,2018,Sportage,1,0,4,2.0,1,59764,1,0,1,0,0,4,5,31990
BMW,2018,X2,1,0,3,1.5,1,40416,0,0,1,0,0,4,5,39441
Toyota,2018,86,1,0,4,2.0,1,27836,1,1,0,0,0,2,4,44990
Hyundai,2018,I30,1,0,4,2.0,1,104000,1,1,0,0,0,4,5,19989
Jaguar,2018,E-Pace,1,0,4,2.0,1,39602,0,0,1,0,0,4,5,49888
Toyota,2018,Landcruiser,1,0,4,2.8,1,108660,1,0,1,0,0,4,7,76910
Toyota,2018,Kluger,1,0,6,3.5,1,95982,1,0,1,0,0,4,7,32990
Toyota,2018,Hilux,1,0,4,2.7,1,228489,1,0,0,1,0,2,2,20930
Kia,2018,Stinger,1,0,6,3.3,1,44012,1,1,0,0,0,4,5,46990
Kia,2018,Cerato,1,0,4,2.0,1,47325,1,1,0,0,0,5,5,21777
Subaru,2018,Forester,1,0,4,2.5,1,77785,1,0,1,0,0,4,5,29912
Hyundai,2018,Sonata,1,0,4,2.4,1,65970,1,1,0,0,0,4,5,23730
Hyundai,2018,Tucson,1,0,4,2.0,1,70587,1,0,1,0,0,4,5,27990
Mazda,2018,BT-50,1,1,4,2.2,1,163565,1,0,0,1,0,2,3,14999
Mazda,2018,CX-3,1,0,4,2.0,1,95211,1,0,1,0,0,4,5,22771
Volkswagen,2018,Amarok,1,0,6,3.0,1,79144,0,0,0,1,0,4,5,37990
Land,2018,Rover,1,0,8,4.4,1,49103,0,0,1,0,0,4,5,118000
Nissan,2018,Pathfinder,1,0,6,3.5,1,70146,1,0,1,0,0,4,7,39990
Mitsubishi,2018,Pajero,1,0,4,2.4,1,116072,1,0,1,0,0,4,7,41830
Suzuki,2018,Ignis,1,0,4,1.2,1,37089,1,0,1,0,0,4,5,18999
Mini,2018,Cooper,1,0,3,1.5,1,29846,0,1,0,0,0,5,5,29800
Volkswagen,2018,Golf,1,0,4,1.4,1,76000,0,1,0,0,0,5,5,23990
Nissan,2018,Qashqai,1,0,4,2.0,1,110385,1,0,1,0,0,4,5,22888
Volkswagen,2018,Golf,1,0,4,2.0,1,137605,0,1,0,0,0,5,5,44950
Kia,2018,Sportage,1,0,4,2.0,1,67770,1,0,1,0,0,4,5,29800
MG,2018,ZS,1,0,3,1.0,1,91910,0,0,1,0,0,4,5,17913
Mitsubishi,2018,Triton,1,0,4,2.4,1,214326,1,0,0,1,0,4,5,29990
Kia,2018,Sportage,1,0,4,2.0,1,46098,1,0,1,0,0,4,5,27986
Toyota,2018,Camry,1,0,4,2.5,0,47508,1,1,0,0,0,4,5,35990
Nissan,2018,Patrol,1,0,8,5.6,1,126402,1,0,1,0,0,4,7,77930
Mazda,2018,3,1,0,4,2.5,1,40228,1,1,0,0,0,4,5,28990
Mazda,2018,CX-3,1,0,4,2.0,1,97573,1,0,1,0,0,4,5,23990
Mercedes-Benz,2018,GLE350,1,0,6,3.0,1,99788,0,0,1,0,0,4,5,57888
Mazda,2018,6,1,0,4,2.5,1,82115,1,1,0,0,0,4,5,26888
Lexus,2018,RX350L,1,0,6,3.5,1,76495,1,0,1,0,0,4,7,62900
Mercedes-Benz,2018,E220,1,0,4,2.0,1,58994,0,1,0,0,0,4,5,59800
Toyota,2018,Corolla,1,0,4,1.8,1,63072,1,1,0,0,0,5,5,23980
Mazda,2018,2,1,1,4,1.5,1,54189,1,1,0,0,0,4,5,17888
Renault,2018,Koleos,1,0,4,2.5,1,35355,0,0,1,0,0,4,5,29880
Mercedes-Benz,2018,GLC350,1,0,6,3.0,1,42572,0,0,1,0,0,4,5,64880
Mercedes-Benz,2018,AMG,1,0,8,4.0,1,54601,0,1,0,0,0,2,2,204888
Subaru,2018,Liberty,1,0,6,3.6,1,71543,1,1,0,0,0,4,5,30690
BMW,2018,M2,1,0,6,3.0,1,36413,0,1,0,0,0,2,4,84800
Toyota,2018,Hilux,1,1,4,2.8,1,146130,1,0,0,1,0,4,5,38885
Volkswagen,2018,Multivan,1,0,4,2.0,1,164988,0,1,0,0,0,4,7,34990
Toyota,2018,RAV4,1,0,4,2.5,1,93926,1,0,1,0,0,4,5,34888
Mazda,2018,CX-5,1,0,4,2.2,1,93640,1,0,1,0,0,4,5,34990
Kia,2018,Sorento,1,0,4,2.2,1,78914,1,0,1,0,0,4,7,33990
Audi,2018,SQ5,1,0,6,3.0,1,74308,0,0,1,0,0,4,5,59995
Toyota,2018,Hilux,1,0,4,2.8,1,228786,1,0,0,1,0,4,5,40990
Toyota,2018,Corolla,1,0,4,2.0,1,15000,1,1,0,0,0,5,5,26900
Volkswagen,2018,Tiguan,1,0,4,2.0,1,82204,0,0,1,0,0,4,7,38100
Mazda,2018,BT-50,1,0,5,3.2,1,82967,1,0,0,1,0,4,4,39890
Toyota,2018,Hilux,1,0,4,2.7,1,161882,1,0,0,1,0,2,2,23990
Mazda,2018,3,1,1,4,2.0,1,103681,1,1,0,0,0,5,5,18750
Toyota,2018,Corolla,1,0,4,1.8,1,64777,1,1,0,0,0,5,5,25700
Toyota,2018,Camry,1,0,4,2.5,0,57367,1,1,0,0,0,4,5,44888
Toyota,2018,Corolla,1,0,4,2.0,1,53421,1,1,0,0,0,5,5,27989
Jaguar,2018,E-Pace,1,0,4,2.0,1,81990,0,0,1,0,0,4,5,36100
Mitsubishi,2018,Triton,1,1,4,2.4,1,53499,1,0,0,1,0,4,5,37980
Mitsubishi,2018,Outlander,1,0,4,2.4,1,86980,1,0,1,0,0,4,7,26830
Haval,2018,H9,1,0,4,2.0,1,65707,1,0,1,0,0,4,7,29910
Mazda,2018,CX-3,1,0,4,2.0,1,44002,1,0,1,0,0,4,5,32999
Hyundai,2018,Tucson,1,0,4,2.0,1,64430,1,0,1,0,0,4,5,26990
Mini,2018,Cooper,1,0,4,2.0,1,31620,0,1,0,0,0,3,4,39990
Toyota,2018,Hilux,1,0,4,2.8,1,123138,1,0,0,1,0,4,5,38950
Hyundai,2018,Tucson,1,0,4,2.0,1,89383,1,0,1,0,0,4,5,31990
Mitsubishi,2018,Triton,1,0,4,2.4,1,33299,1,0,0,1,0,4,5,39999
Mazda,2018,3,1,0,4,2.5,1,70628,1,1,0,0,0,5,5,26990
Volkswagen,2018,Tiguan,1,0,4,2.0,1,50183,0,0,1,0,0,4,5,35830
Volkswagen,2018,Tiguan,1,0,4,2.0,1,41413,0,0,1,0,0,4,7,49990
Toyota,2018,Camry,1,0,4,2.5,1,70830,1,1,0,0,0,4,5,34990
Mitsubishi,2018,ASX,1,0,4,2.3,1,77677,1,0,1,0,0,4,5,24990
Toyota,2018,C-HR,1,0,4,1.2,1,76313,1,0,1,0,0,4,5,28990
Hyundai,2018,Tucson,1,0,4,2.0,1,99903,1,0,1,0,0,4,5,23913
Subaru,2018,Liberty,1,0,4,2.5,1,95038,1,1,0,0,0,4,5,27888
Toyota,2018,Landcruiser,1,1,8,4.5,1,99999,1,0,0,1,0,4,5,88888
Suzuki,2018,Vitara,1,0,4,1.6,1,38078,1,0,1,0,0,4,5,25990
Land,2018,Rover,1,0,6,3.0,1,67230,0,0,1,0,0,4,5,112950
Toyota,2018,Landcruiser,1,0,4,2.8,1,66349,1,0,1,0,0,4,7,65990
Subaru,2018,Forester,1,0,4,2.5,1,74200,1,0,1,0,0,4,5,29990
Toyota,2018,Kluger,1,0,6,3.5,1,77382,1,0,1,0,0,4,7,49880
Suzuki,2018,Vitara,1,0,4,1.6,1,8211,1,0,1,0,0,4,5,24990
Toyota,2018,Landcruiser,1,1,8,4.5,1,69025,1,0,0,1,0,4,5,99990
Subaru,2018,Impreza,1,0,4,2.0,1,33366,1,1,0,0,0,5,5,29999
Hyundai,2018,Sonata,1,0,4,2.4,1,114004,1,1,0,0,0,4,5,22999
Subaru,2018,Liberty,1,0,4,2.5,1,82492,1,1,0,0,0,4,5,26999
Volkswagen,2018,Tiguan,1,0,4,2.0,1,56613,0,0,1,0,0,4,5,33995
Toyota,2018,C-HR,1,0,4,1.2,1,63108,1,0,1,0,0,4,5,28999
Renault,2018,Koleos,1,0,4,2.0,1,42859,0,0,1,0,0,4,5,29990
Hyundai,2018,Iload,1,0,4,2.5,1,39073,1,0,0,0,1,4,3,40950
BMW,2018,X1,1,0,4,2.0,1,94970,0,0,1,0,0,4,5,37380
Volkswagen,2018,Amarok,1,0,6,3.0,1,177188,0,0,0,1,0,4,5,42990
Jaguar,2018,E-Pace,1,0,4,2.0,1,95000,0,0,1,0,0,4,5,42000
Isuzu,2018,D-MAX,1,0,4,3.0,1,91171,1,0,0,1,0,4,5,38990
Toyota,2018,C-HR,1,0,4,1.2,1,85422,1,0,1,0,0,4,5,28950
BMW,2018,X2,1,0,4,2.0,1,72232,0,0,1,0,0,4,5,38830
Toyota,2018,C-HR,1,0,4,1.2,1,62428,1,0,1,0,0,4,5,29990
Toyota,2018,Hilux,1,0,4,2.8,1,125842,1,0,0,1,0,4,5,35999
Hyundai,2018,Kona,1,0,4,1.6,1,86853,1,0,1,0,0,4,5,29990
Hyundai,2018,Tucson,1,0,4,2.0,1,26702,1,0,1,0,0,4,5,29990
